,caption,image_file,image_id
99,a residential area with houses arranged neatly and some road go through this area .,./train/images/20.tif,19
100,lots of houses with different colors of roofs arranged in the residential area .,./train/images/21.tif,20
101,a residential area with houses arranged neatly and some roads go through this area .,./train/images/21.tif,20
102,many houses densely arranged in the residential area while many cars parked in the parking lot .,./train/images/21.tif,20
103,a residential area with houses densely arranged while many cars parked in the parking lot .,./train/images/21.tif,20
104,a residential area with houses arranged densely and many cars in the parking lot .,./train/images/21.tif,20
105,lots of houses with different colours of roofs arranged densely .,./train/images/22.tif,21
106,a residential area with houses arranged neatly and some roads go through this area .,./train/images/22.tif,21
107,many houses are densely arranged while the houses a separated by some roads .,./train/images/22.tif,21
108,a residential area with houses arranged neatly while many plants on the roadside .,./train/images/22.tif,21
109,a residential area with houses arranged densely .,./train/images/22.tif,21
110,lots of houses with different colours of roofs arranged densely .,./train/images/23.tif,22
111,a residential area with houses arranged neatly and some roads go through this area .,./train/images/23.tif,22
112,many houses are densely arranged while the houses a separated by some roads .,./train/images/23.tif,22
113,a residential area with houses arranged neatly while many plants on the roadside .,./train/images/23.tif,22
114,a residential area with houses arranged densely .,./train/images/23.tif,22
115,a residential area and a warehouse district are separated by a road .,./train/images/24.tif,23
116,a residential area with houses arranged neatly and some roads go through this area .,./train/images/24.tif,23
117,a residential area and a warehouse district are separated by a road .,./train/images/24.tif,23
118,many houses arranged neatly while many plants on the roadside .,./train/images/24.tif,23
119,many houses arranged neatly and a warehouse district are separated by a road .,./train/images/24.tif,23
120,lots of houses with different colours of roofs arranged in lines .,./train/images/25.tif,24
121,a residential area with houses arranged in lines and some roads go through this area .,./train/images/25.tif,24
122,many houses arranged in lines while some cars on the roads .,./train/images/25.tif,24
123,a residential area with houses densely arranged while many plants on the roadside .,./train/images/25.tif,24
124,a residential area with houses densely arranged and some roads go through this area .,./train/images/25.tif,24
125,lots of houses with different colours of roofs arranged in lines .,./train/images/26.tif,25
126,a residential area with houses arranged neatly and some roads go through this area .,./train/images/26.tif,25
127,a town with many houses arranged in lines while a highway beside .,./train/images/26.tif,25
128,a residential area with houses arranged neatly while a high way beside .,./train/images/26.tif,25
129,a residential area with houses densely arranged .,./train/images/26.tif,25
130,lots of houses with different colors of roofs arranged neatly .,./train/images/27.tif,26
131,a residential area with houses arranged neatly and some roads go through this area .,./train/images/27.tif,26
132,a town with many houses arranged neatly with a piece of lawn beside .,./train/images/27.tif,26
133,a residential area with houses arranged neatly with a piece of lawn beside .,./train/images/27.tif,26
134,a residential area with houses densely arranged with a piece of lawn beside .,./train/images/27.tif,26
135,lots of houses with different colors of roofs arranged neatly .,./train/images/28.tif,27
136,a residential area with houses arranged neatly and some roads go through this area .,./train/images/28.tif,27
137,a town with many houses arranged neatly with a piece of lawn beside .,./train/images/28.tif,27
138,a residential area with houses arranged neatly with a piece of lawn beside .,./train/images/28.tif,27
139,a residential area with houses densely arranged with a piece of lawn beside .,./train/images/28.tif,27
140,lots of houses with different colors of roofs arranged neatly .,./train/images/29.tif,28
141,a residential area with houses arranged neatly and some roads go through this area .,./train/images/29.tif,28
142,there are many houses arranged neatly in the residential area while some roads go through .,./train/images/29.tif,28
143,there is a residential area with houses arranged neatly while many plants on the roadside .,./train/images/29.tif,28
144,a residential area with houses densely arranged .,./train/images/29.tif,28
145,lots of houses with different colors of roofs arranged neatly .,./train/images/30.tif,29
146,a residential area with houses arranged neatly and some roads go through this area .,./train/images/30.tif,29
147,there are many houses arranged neatly in the residential area while some roads go through .,./train/images/30.tif,29
148,there is a residential area with houses arranged neatly while many plants on the roadside .,./train/images/30.tif,29
149,a residential area with houses densely arranged .,./train/images/30.tif,29
150,lots of houses with different colors of roofs arranged neatly .,./train/images/31.tif,30
151,a residential area with houses arranged neatly and a piece of lawn beside .,./train/images/31.tif,30
152,many houses are densely arranged while a piece of lawn beside .,./train/images/31.tif,30
153,a residential area with houses arranged neatly while some roads go through this area .,./train/images/31.tif,30
154,a residential area with houses arranged neatly with a piece of lawn beside .,./train/images/31.tif,30
155,lots of houses with red and orange roofs arranged neatly .,./train/images/32.tif,31
156,a residential area with houses arranged neatly and some roads go through this area .,./train/images/32.tif,31
157,a town with many houses arranged densely while some roads go through this area .,./train/images/32.tif,31
158,a residential area with houses densely arranged while many plants on the roadside .,./train/images/32.tif,31
159,a residential area with houses arranged neatly .,./train/images/32.tif,31
160,lots of houses with red and orange roofs arranged neatly .,./train/images/33.tif,32
161,a residential area with houses arranged neatly and some roads go through this area .,./train/images/33.tif,32
162,a town with many houses arranged densely while some roads go through this area .,./train/images/33.tif,32
163,a residential area with houses densely arranged while many plants on the roadside .,./train/images/33.tif,32
164,a residential area with houses arranged neatly .,./train/images/33.tif,32
165,lots of houses with red and orange roofs arranged neatly .,./train/images/34.tif,33
166,a residential area with houses arranged neatly and some roads go through this area .,./train/images/34.tif,33
167,a town with many houses arranged densely while some roads go through this area .,./train/images/34.tif,33
168,a residential area with houses densely arranged while many plants on the roadside .,./train/images/34.tif,33
169,a residential area with houses arranged neatly .,./train/images/34.tif,33
170,lots of houses with red and orange roofs arranged neatly .,./train/images/35.tif,34
171,a residential area with houses arranged neatly and some roads go through this area .,./train/images/35.tif,34
172,a town with many houses arranged densely while some roads go through this area .,./train/images/35.tif,34
173,a residential area with houses densely arranged while many plants on the roadside .,./train/images/35.tif,34
174,a residential area with houses arranged neatly .,./train/images/35.tif,34
175,lots of houses with different colors of roofs arranged neatly .,./train/images/36.tif,35
176,a residential area with houses arranged neatly while a railway go through this area .,./train/images/36.tif,35
177,a town with many houses densely arranged and some roads and railways go through this area .,./train/images/36.tif,35
178,there are many houses arranged neatly while a railway go through this area .,./train/images/36.tif,35
179,a residential area with houses densely arranged while a railway go through this area .,./train/images/36.tif,35
180,lots of houses with different colors of roofs arranged neatly .,./train/images/37.tif,36
181,a residential area with houses arranged neatly while a railway go through this area .,./train/images/37.tif,36
182,a town with many houses densely arranged and some roads and railways go through this area .,./train/images/37.tif,36
183,there are many houses arranged neatly while a railway go through this area .,./train/images/37.tif,36
184,a residential area with houses densely arranged while a railway go through this area .,./train/images/37.tif,36
185,lots of houses with different colors of roofs arranged neatly .,./train/images/38.tif,37
186,a residential area with houses arranged neatly while a railway go through this area .,./train/images/38.tif,37
187,a town with many houses densely arranged and some roads and railways go through this area .,./train/images/38.tif,37
188,there are many houses arranged neatly while a railway go through this area .,./train/images/38.tif,37
189,a residential area with houses densely arranged while a railway go through this area .,./train/images/38.tif,37
190,many houses with different coluors of roofs arranged neatly .,./train/images/39.tif,38
191,a residential area with many houses arranged neatly and some industial houses beside .,./train/images/39.tif,38
192,a town with many houses arranged densely while some cars on the roads .,./train/images/39.tif,38
193,this is a residential area with houses arranged densely while many plants on the roadside .,./train/images/39.tif,38
194,a residential area with houses arranged densely .,./train/images/39.tif,38
195,many houses with different coluors of roofs arranged neatly .,./train/images/40.tif,39
196,a residential area with many houses arranged neatly and some industial houses beside .,./train/images/40.tif,39
197,a town with many houses arranged densely while some cars on the roads .,./train/images/40.tif,39
198,this is a residential area with houses arranged densely while many plants on the roadside .,./train/images/40.tif,39
199,a residential area with houses arranged densely .,./train/images/40.tif,39
200,lots of houses with different colors of roofs arranged neatly and a piece of lawn beside .,./train/images/41.tif,40
201,a residential area with houses arranged neatly and some roads go through this area .,./train/images/41.tif,40
202,a town with many houses arranged neatly and a piece of lawn beside .,./train/images/41.tif,40
203,a residential area with houses arranged neatly while many plants on the roadside .,./train/images/41.tif,40
204,this is a residential area with houses arranged neatly and a piece of lawn beside .,./train/images/41.tif,40
205,this is a residential area with many houses arranged neatly .,./train/images/42.tif,41
206,a residential area with houses arranged neatly and some roads go through this area .,./train/images/42.tif,41
207,a town with many houses densely arranged with some raods go through this area .,./train/images/42.tif,41
208,a residential area with houses arranged neatly while many plants on the roadside .,./train/images/42.tif,41
209,this is a residential area with houses desnsely arranged .,./train/images/42.tif,41
210,this is a residential area with many houses arranged neatly .,./train/images/43.tif,42
211,a residential area with houses arranged neatly and some roads go through this area .,./train/images/43.tif,42
212,a town with many houses densely arranged with some raods go through this area .,./train/images/43.tif,42
213,a residential area with houses arranged neatly while many plants on the roadside .,./train/images/43.tif,42
214,this is a residential area with houses desnsely arranged .,./train/images/43.tif,42
215,this is a residential area with many houses arranged neatly .,./train/images/44.tif,43
216,a residential area with houses arranged neatly and some roads go through this area .,./train/images/44.tif,43
217,a town with many houses densely arranged with some raods go through this area .,./train/images/44.tif,43
218,a residential area with houses arranged neatly while many plants on the roadside .,./train/images/44.tif,43
219,this is a residential area with houses desnsely arranged .,./train/images/44.tif,43
220,this is a residential area with many houses arranged neatly .,./train/images/45.tif,44
221,a residential area with houses arranged neatly and some roads go through this area .,./train/images/45.tif,44
222,a town with many houses densely arranged with some raods go through this area .,./train/images/45.tif,44
223,a residential area with houses arranged neatly while many plants on the roadside .,./train/images/45.tif,44
224,this is a residential area with houses desnsely arranged .,./train/images/45.tif,44
225,this is a residential area with many houses arranged neatly .,./train/images/46.tif,45
226,a residential area with houses arranged neatly and some roads go through this area .,./train/images/46.tif,45
227,a town with many houses densely arranged with some raods go through this area .,./train/images/46.tif,45
228,a residential area with houses arranged neatly while many plants on the roadside .,./train/images/46.tif,45
229,this is a residential area with houses desnsely arranged .,./train/images/46.tif,45
230,there are many houses arranged neatly with some t-junctions .,./train/images/47.tif,46
231,a residential area with houses arranged neatly and some roads go through this area .,./train/images/47.tif,46
232,some houses are densely arranged with some t-junctions go through this area .,./train/images/47.tif,46
233,a residential area with houses arranged neatly and some t-junctions beside .,./train/images/47.tif,46
234,this is a residential area with houses arranged neatly .,./train/images/47.tif,46
235,lots of houses with red and orange roofs arranged densely .,./train/images/48.tif,47
236,a residential area with houses arranged neatly and some roads go through this area .,./train/images/48.tif,47
237,this is a town with many houses arranged neatly and some crossroads in this area .,./train/images/48.tif,47
238,this is a residential area with houses arranged neatly while many plants on the roadside .,./train/images/48.tif,47
239,a residential area with houses arranged densely and some crossroads in this area .,./train/images/48.tif,47
240,lots of houses with different colors of roofs arranged densely .,./train/images/49.tif,48
241,a residential area with houses arranged neatly and a crossroad in the middle of this area .,./train/images/49.tif,48
242,a town with many houses arranged densely with a piece of lawn beside .,./train/images/49.tif,48
243,a residential area with houses densely arranged and a crossroads in the middle .,./train/images/49.tif,48
244,this is a area with houses arranged neatly with a piece of lawn beside .,./train/images/49.tif,48
245,there are lots of houses with red and orange roofs arranged in lines .,./train/images/50.tif,49
246,a residential area with houses arranged neatly and some roads go through this area .,./train/images/50.tif,49
247,many houses arranged in lines while roads go through this area .,./train/images/50.tif,49
248,a residential area with houses arranged neatly while many plants on the roadside .,./train/images/50.tif,49
249,this is a residential area with some houses arranged neatly .,./train/images/50.tif,49
250,there are lots of houses with red and orange roofs arranged in lines .,./train/images/51.tif,50
251,a residential area with houses arranged neatly and some roads go through this area .,./train/images/51.tif,50
252,many houses arranged in lines while roads go through this area .,./train/images/51.tif,50
253,a residential area with houses arranged neatly while many plants on the roadside .,./train/images/51.tif,50
254,this is a residential area with some houses arranged neatly .,./train/images/51.tif,50
255,there are lots of houses with red and orange roofs arranged in lines .,./train/images/52.tif,51
256,a residential area with houses arranged neatly and some roads go through this area .,./train/images/52.tif,51
257,many houses arranged in lines while roads go through this area .,./train/images/52.tif,51
258,a residential area with houses arranged neatly while many plants on the roadside .,./train/images/52.tif,51
259,this is a residential area with some houses arranged neatly .,./train/images/52.tif,51
260,there are lots of houses with red and orange roofs arranged in lines .,./train/images/53.tif,52
261,a residential area with houses arranged neatly and some roads go through this area .,./train/images/53.tif,52
262,many houses arranged in lines while roads go through this area .,./train/images/53.tif,52
263,a residential area with houses arranged neatly while many plants on the roadside .,./train/images/53.tif,52
264,this is a residential area with some houses arranged neatly .,./train/images/53.tif,52
265,there are lots of houses densely arranged in the residential area .,./train/images/54.tif,53
266,a residential area with many houses arranged neatly and devided by some roads .,./train/images/54.tif,53
267,a town with many houses densely arranged and devided by some roads .,./train/images/54.tif,53
268,this is a residential area with houses arranged neatly and devided by some roads .,./train/images/54.tif,53
269,a residential area with houses arranged neatly .,./train/images/54.tif,53
270,there are lots of houses densely arranged in the residential area .,./train/images/55.tif,54
271,a residential area with many houses arranged neatly and devided by some roads .,./train/images/55.tif,54
272,a town with many houses densely arranged and devided by some roads .,./train/images/55.tif,54
273,this is a residential area with houses arranged neatly and devided by some roads .,./train/images/55.tif,54
274,a residential area with houses arranged neatly .,./train/images/55.tif,54
275,there are lots of houses densely arranged in the residential area .,./train/images/56.tif,55
276,a residential area with many houses arranged neatly and devided by some roads .,./train/images/56.tif,55
277,a town with many houses densely arranged and devided by some roads .,./train/images/56.tif,55
278,this is a residential area with houses arranged neatly and devided by some roads .,./train/images/56.tif,55
279,a residential area with houses arranged neatly .,./train/images/56.tif,55
280,there are lots of houses densely arranged in the residential area .,./train/images/57.tif,56
281,a residential area with many houses arranged neatly and devided by some roads .,./train/images/57.tif,56
282,a town with many houses densely arranged and devided by some roads .,./train/images/57.tif,56
283,this is a residential area with houses arranged neatly and devided by some roads .,./train/images/57.tif,56
284,a residential area with houses arranged neatly .,./train/images/57.tif,56
285,there are lots of houses densely arranged in the residential area .,./train/images/58.tif,57
286,a residential area with many houses arranged neatly and devided by some roads .,./train/images/58.tif,57
287,a town with many houses densely arranged and devided by some roads .,./train/images/58.tif,57
288,this is a residential area with houses arranged neatly and devided by some roads .,./train/images/58.tif,57
289,a residential area with houses arranged neatly .,./train/images/58.tif,57
290,lots of houses with different colors of roofs arrange densely .,./train/images/59.tif,58
291,a residential area with houses arranged neatly and some roads go through this area .,./train/images/59.tif,58
292,there are many houses arranged densely and a railway beside .,./train/images/59.tif,58
293,a residential area with houses densely arranged and a railway beside .,./train/images/59.tif,58
294,a residential area with houses arranged neatly with a railway beside .,./train/images/59.tif,58
295,this is a residential area with houses densely arranged .,./train/images/60.tif,59
296,a residential area with houses arranged neatly and some roads go through this area .,./train/images/60.tif,59
297,this is a town with many houses arranged in lines and some road go through .,./train/images/60.tif,59
298,a residential area with houses arranged neatly while many plants on the roadside .,./train/images/60.tif,59
299,a residential area with houses densely arranged .,./train/images/60.tif,59
300,this is a residential area with houses densely arranged .,./train/images/61.tif,60
301,a residential area with houses arranged neatly and some roads go through this area .,./train/images/61.tif,60
302,this is a town with many houses arranged in lines and some road go through .,./train/images/61.tif,60
303,a residential area with houses arranged neatly while many plants on the roadside .,./train/images/61.tif,60
304,a residential area with houses densely arranged .,./train/images/61.tif,60
305,this is a residential area with houses densely arranged .,./train/images/62.tif,61
306,a residential area with houses arranged neatly and some roads go through this area .,./train/images/62.tif,61
307,this is a town with many houses arranged in lines and some road go through .,./train/images/62.tif,61
308,a residential area with houses arranged neatly while many plants on the roadside .,./train/images/62.tif,61
309,a residential area with houses densely arranged .,./train/images/62.tif,61
310,lots of houses with red and orange roofs arranged densely .,./train/images/63.tif,62
311,a residential area with houses arranged neatly and some roads go through this area .,./train/images/63.tif,62
312,a town with many houses arranged densely and a high way beside .,./train/images/63.tif,62
313,a residential area with houses arranged neatly while a highway beside this area .,./train/images/63.tif,62
314,a residential area with houses densely arranged and a highway beside .,./train/images/63.tif,62
315,lots of houses with red and orange roofs arranged neatly .,./train/images/64.tif,63
316,a residential area with houses arranged neatly and some roads go through this area .,./train/images/64.tif,63
317,a town with many houses densely arranged and some crossroads in the middle .,./train/images/64.tif,63
318,a residential area with houses arranged in lines and some crossroads in the middle .,./train/images/64.tif,63
319,this is a residential area with houses densely arranged with some crossroads in the middle .,./train/images/64.tif,63
320,lots of houses with red and orange roofs arranged neatly .,./train/images/65.tif,64
321,a residential area with houses arranged neatly and some roads go through this area .,./train/images/65.tif,64
322,a town with many houses densely arranged and some crossroads in the middle .,./train/images/65.tif,64
323,a residential area with houses arranged in lines and some crossroads in the middle .,./train/images/65.tif,64
324,this is a residential area with houses densely arranged with some crossroads in the middle .,./train/images/65.tif,64
325,lots of houses with red and orange roofs arranged neatly .,./train/images/66.tif,65
326,a residential area with houses arranged neatly and some roads go through this area .,./train/images/66.tif,65
327,a town with many houses densely arranged and some crossroads in the middle .,./train/images/66.tif,65
328,a residential area with houses arranged in lines and some crossroads in the middle .,./train/images/66.tif,65
329,this is a residential area with houses densely arranged with some crossroads in the middle .,./train/images/66.tif,65
330,lots of houses with red and orange roofs arranged neatly .,./train/images/67.tif,66
331,a residential area with houses arranged neatly and some roads go through this area .,./train/images/67.tif,66
332,a town with many houses arranged in lines and a piece of lawn beside .,./train/images/67.tif,66
333,a residential area with houses arranged neatly while many plants on the roadside .,./train/images/67.tif,66
334,a residential area with houses densely arranged and a lawn beside .,./train/images/67.tif,66
335,there are many houses arranged neatly and divided by some roads .,./train/images/68.tif,67
336,a residential area with houses arranged neatly and some roads go through this area .,./train/images/68.tif,67
337,lots of houses are densely arranged and divided by some roads .,./train/images/68.tif,67
338,a residential area with houses arranged neatly while many plants on the roadside .,./train/images/68.tif,67
339,a residential area with houses densely arranged and divided by some roads .,./train/images/68.tif,67
340,there are many houses arranged neatly and divided by some roads .,./train/images/69.tif,68
341,a residential area with houses arranged neatly and some roads go through this area .,./train/images/69.tif,68
342,lots of houses are densely arranged and divided by some roads .,./train/images/69.tif,68
343,a residential area with houses arranged neatly while many plants on the roadside .,./train/images/69.tif,68
344,a residential area with houses densely arranged and divided by some roads .,./train/images/69.tif,68
345,many houses arranged neatly in this area with a railway beside .,./train/images/70.tif,69
346,a residential area with houses arranged neatly and some roads go through this area .,./train/images/70.tif,69
347,a railway passed by the residential area .,./train/images/70.tif,69
348,a residential area with houses arranged neatly and a railway passed by this area .,./train/images/70.tif,69
349,a residential area with houses densely arranged and a railway passed by this area .,./train/images/70.tif,69
350,lots of houses with red and orange roofs are densely arranged .,./train/images/71.tif,70
351,a residential area with houses arranged neatly and some roads go through this area .,./train/images/71.tif,70
352,many houses arranged densely while some roads go through this area .,./train/images/71.tif,70
353,there is a residential area with houses arranged neatly while a lwan beside .,./train/images/71.tif,70
354,a residential area with houses densely arranged with a lawn beside .,./train/images/71.tif,70
355,lots of houses with red and orange roofs arranged densely .,./train/images/72.tif,71
356,a residential area with houses arranged neatly and some roads go through this area .,./train/images/72.tif,71
357,a wide highway passed by a residential area .,./train/images/72.tif,71
358,a residential area with houses arranged neatly and a highway passed by .,./train/images/72.tif,71
359,a residential area with houses arranged neatly while a wide highway passed by .,./train/images/72.tif,71
360,there are lots of houses with different colours of roofs arranged densely .,./train/images/73.tif,72
361,a residential area with houses arranged neatly and some roads go through this area .,./train/images/73.tif,72
362,a town with many houses are densely arranged and divided by some roads .,./train/images/73.tif,72
363,a residential area with houses arranged neatly and divided by some roads .,./train/images/73.tif,72
364,a residential area with houses neatly arranged .,./train/images/73.tif,72
365,there are lots of houses with different colours of roofs arranged densely .,./train/images/74.tif,73
366,a residential area with houses arranged neatly and some roads go through this area .,./train/images/74.tif,73
367,a town with many houses are densely arranged and divided by some roads .,./train/images/74.tif,73
368,a residential area with houses arranged neatly and divided by some roads .,./train/images/74.tif,73
369,a residential area with houses neatly arranged .,./train/images/74.tif,73
370,lots of houses with red and orange roofs arranged in lines .,./train/images/75.tif,74
371,a residential area with houses arranged very neatly and some roads go through this area .,./train/images/75.tif,74
372,a town with many houses arranged in lines .,./train/images/75.tif,74
373,a residential area with houses arranged neatly while many plants on the roadside .,./train/images/75.tif,74
374,a residential area with houses arranged in lines .,./train/images/75.tif,74
375,many houses arranged neatly and divided by some roads .,./train/images/76.tif,75
376,a residential area with houses arranged neatly and some roads go through this area .,./train/images/76.tif,75
377,there are lots of houses densely arranged in the residential area .,./train/images/76.tif,75
378,this is a residential area with houses arranged neatly while many plants on the roadside .,./train/images/76.tif,75
379,a residential area with many houses arranged neatly and divided by some roads .,./train/images/76.tif,75
380,many houses arranged neatly and divided by some roads .,./train/images/77.tif,76
381,a residential area with houses arranged neatly and some roads go through this area .,./train/images/77.tif,76
382,there are lots of houses densely arranged in the residential area .,./train/images/77.tif,76
383,this is a residential area with houses arranged neatly while many plants on the roadside .,./train/images/77.tif,76
384,a residential area with many houses arranged neatly and divided by some roads .,./train/images/77.tif,76
385,many houses arranged neatly and divided by some roads .,./train/images/78.tif,77
386,a residential area with houses arranged neatly and some roads go through this area .,./train/images/78.tif,77
387,there are lots of houses densely arranged in the residential area .,./train/images/78.tif,77
388,this is a residential area with houses arranged neatly while many plants on the roadside .,./train/images/78.tif,77
389,a residential area with many houses arranged neatly and divided by some roads .,./train/images/78.tif,77
390,many houses arranged neatly and divided by some roads .,./train/images/79.tif,78
391,a residential area with houses arranged neatly and some roads go through this area .,./train/images/79.tif,78
